scene,user,item,score
scene_0,user_2447,item_660,0.13337720371237885
scene_0,user_2447,item_6942,0.13337720371237885
scene_0,user_2447,item_7197,0.13337720371237885
scene_0,user_2447,item_7365,0.13337720371237885
scene_0,user_7871,item_3885,0.09431192520072264
scene_0,user_7871,item_3933,0.09431192520072264
scene_0,user_7871,item_4200,0.09431192520072264
scene_0,user_7871,item_5049,0.09431192520072264
scene_0,user_7871,item_5094,0.09431192520072264
scene_0,user_7871,item_5331,0.09431192520072264
scene_0,user_7871,item_5451,0.09431192520072264
scene_0,user_7871,item_5979,0.09431192520072264
scene_0,user_7871,item_660,0.09431192520072264
scene_0,user_7871,item_6942,0.09431192520072264
scene_0,user_7871,item_7197,0.09431192520072264
scene_0,user_7871,item_7365,0.09431192520072264
scene_0,user_0,item_6267,0.14146788780108396
scene_0,user_0,item_4173,0.10945449905878096
scene_0,user_0,item_3042,0.1007837567594748
scene_0,user_0,item_6156,0.1007837567594748
scene_0,user_0,item_6411,0.1007837567594748
scene_0,user_803,item_5634,0.5100697232983947
scene_0,user_9152,item_5634,0.5100697232983947
scene_0,user_7615,item_5670,0.2790553132756236
scene_0,user_7615,item_63,0.22784770917926217
scene_0,user_7615,item_8538,0.22784770917926217
scene_0,user_7282,item_4410,0.20851619571212315
scene_0,user_7282,item_5142,0.20851619571212315
scene_0,user_7282,item_9378,0.20851619571212315
scene_0,user_7282,item_6492,0.17025276086700514
scene_0,user_7282,item_8034,0.17025276086700514
scene_0,user_7282,item_8340,0.17025276086700514
scene_0,user_7282,item_996,0.17025276086700514
scene_0,user_8574,item_8856,0.6436363296498353
scene_0,user_1429,item_2028,0.25365892483943775
scene_0,user_1429,item_1128,0.07700536446710148
scene_0,user_1429,item_3885,0.07700536446710148
scene_0,user_1429,item_3933,0.07700536446710148
scene_0,user_1429,item_4200,0.07700536446710148
scene_0,user_1429,item_5049,0.07700536446710148
scene_0,user_1429,item_5094,0.07700536446710148
scene_0,user_1429,item_5331,0.07700536446710148
scene_0,user_1429,item_5451,0.07700536446710148
scene_0,user_1429,item_660,0.07700536446710148
scene_0,user_1429,item_6942,0.07700536446710148
scene_0,user_1429,item_7197,0.07700536446710148
scene_0,user_1429,item_7365,0.07700536446710148
scene_0,user_9394,item_5979,0.5255268625199613
scene_0,user_9394,item_9672,0.5255268625199613
scene_0,user_7994,item_591,0.31066746727980593
scene_0,user_2687,item_1380,0.6436363296498353
scene_0,user_6675,item_8847,0.3400464821989298
scene_0,user_7371,item_8847,0.3400464821989298
scene_0,user_4056,item_8847,0.3400464821989298
scene_0,user_4866,item_8847,0.3400464821989298
scene_0,user_4322,item_8847,0.3400464821989298
scene_0,user_1899,item_8847,0.3400464821989298
scene_0,user_2954,item_9957,0.5100697232983947
scene_0,user_2316,item_9957,0.5100697232983947
scene_0,user_7255,item_4257,0.20851619571212315
scene_0,user_7255,item_8640,0.20851619571212315
scene_0,user_7255,item_3702,0.17025276086700514
scene_0,user_7255,item_9555,0.17025276086700514
scene_0,user_6629,item_1905,0.29488643195052716
scene_0,user_6629,item_4257,0.29488643195052716
scene_0,user_6629,item_8640,0.29488643195052716
scene_0,user_6629,item_3702,0.240773763449582
scene_0,user_6629,item_9555,0.240773763449582
scene_0,user_9520,item_1905,0.29488643195052716
scene_0,user_9520,item_4257,0.29488643195052716
scene_0,user_9520,item_8640,0.29488643195052716
scene_0,user_9520,item_3702,0.240773763449582
scene_0,user_9520,item_9555,0.240773763449582
scene_0,user_1316,item_9483,0.22755980665670933
scene_0,user_1316,item_9561,0.22755980665670933
scene_0,user_1316,item_1905,0.20851619571212315
scene_0,user_1316,item_8640,0.20851619571212315
scene_0,user_1316,item_3702,0.17025276086700514
scene_0,user_1316,item_9555,0.17025276086700514
scene_0,user_3647,item_1905,0.29488643195052716
scene_0,user_3647,item_4257,0.29488643195052716
scene_0,user_3647,item_8640,0.29488643195052716
scene_0,user_3647,item_3702,0.240773763449582
scene_0,user_3647,item_9555,0.240773763449582
scene_0,user_3138,item_5511,0.25694917118487537
scene_0,user_3138,item_3138,0.20979811974466375
scene_0,user_3138,item_6558,0.20979811974466375
scene_0,user_3138,item_1905,0.20851619571212315
scene_0,user_3138,item_4257,0.20851619571212315
scene_0,user_3138,item_3702,0.17025276086700514
scene_0,user_3138,item_9555,0.17025276086700514
scene_0,user_7450,item_18,0.37160360818355515
scene_0,user_7450,item_1905,0.17025276086700514
scene_0,user_7450,item_4257,0.17025276086700514
scene_0,user_7450,item_8640,0.17025276086700514
scene_0,user_9895,item_1905,0.29488643195052716
scene_0,user_9895,item_4257,0.29488643195052716
scene_0,user_9895,item_8640,0.29488643195052716
scene_0,user_9895,item_3702,0.240773763449582
scene_0,user_9895,item_9555,0.240773763449582
scene_0,user_8953,item_1905,0.29488643195052716
scene_0,user_8953,item_4257,0.29488643195052716
scene_0,user_8953,item_8640,0.29488643195052716
scene_0,user_8953,item_3702,0.240773763449582
scene_0,user_8953,item_9555,0.240773763449582
scene_0,user_6010,item_1905,0.29488643195052716
scene_0,user_6010,item_4257,0.29488643195052716
scene_0,user_6010,item_8640,0.29488643195052716
scene_0,user_6010,item_3702,0.240773763449582
scene_0,user_6010,item_9555,0.240773763449582
scene_0,user_6611,item_3693,0.43935014561520125
scene_0,user_6611,item_8505,0.43935014561520125
scene_0,user_1424,item_3102,0.36067376022224085
scene_0,user_1424,item_3693,0.31066746727980593
scene_0,user_6456,item_8505,0.31066746727980593
scene_0,user_6456,item_153,0.21967507280760062
scene_0,user_6456,item_4089,0.21967507280760062
scene_0,user_6456,item_8727,0.21967507280760062
scene_0,user_6057,item_3693,0.43935014561520125
scene_0,user_6057,item_8505,0.43935014561520125
scene_0,user_1364,item_4410,0.5100697232983947
scene_0,user_436,item_4410,0.5100697232983947
scene_0,user_6286,item_1698,0.21714724095162588
scene_0,user_6286,item_3330,0.21714724095162588
scene_0,user_6286,item_3891,0.21714724095162588
scene_0,user_6286,item_5211,0.21714724095162588
scene_0,user_6286,item_8856,0.21714724095162588
scene_0,user_5592,item_9738,0.43935014561520125
scene_0,user_5592,item_1872,0.35872789172491043
scene_0,user_5592,item_4377,0.35872789172491043
scene_0,user_4608,item_9738,0.43935014561520125
scene_0,user_4608,item_1872,0.35872789172491043
scene_0,user_4608,item_4377,0.35872789172491043
scene_0,user_2553,item_1872,0.25365892483943775
scene_0,user_2553,item_4377,0.25365892483943775
scene_0,user_9467,item_9738,0.25365892483943775
scene_0,user_6182,item_3285,0.6436363296498353
scene_0,user_5385,item_2346,0.6436363296498353
scene_0,user_2545,item_7320,0.35872789172491043
scene_0,user_2545,item_9537,0.35872789172491043
scene_0,user_3478,item_7320,0.35872789172491043
scene_0,user_3478,item_9537,0.35872789172491043
scene_0,user_7734,item_1755,0.1642911980209368
scene_0,user_7734,item_216,0.1642911980209368
scene_0,user_7734,item_621,0.1642911980209368
scene_0,user_7734,item_7848,0.1642911980209368
scene_0,user_7734,item_8043,0.1642911980209368
scene_0,user_2305,item_7320,0.35872789172491043
scene_0,user_2305,item_9537,0.35872789172491043
scene_0,user_3633,item_5502,0.2790553132756236
scene_0,user_3633,item_6627,0.2790553132756236
scene_0,user_3633,item_1806,0.22755980665670933
scene_0,user_3633,item_3000,0.22755980665670933
scene_0,user_3633,item_4305,0.22755980665670933
scene_0,user_3633,item_3639,0.18580180409177757
scene_0,user_3633,item_5901,0.18580180409177757
scene_0,user_4973,item_1806,0.18580180409177757
scene_0,user_4973,item_3000,0.18580180409177757
scene_0,user_4973,item_4305,0.18580180409177757
scene_0,user_4973,item_9987,0.18580180409177757
scene_0,user_6281,item_3000,0.22755980665670933
scene_0,user_6281,item_4305,0.22755980665670933
scene_0,user_6281,item_9987,0.22755980665670933
scene_0,user_6281,item_3639,0.18580180409177757
scene_0,user_6281,item_5901,0.18580180409177757
scene_0,user_3313,item_4725,0.36067376022224085
scene_0,user_3313,item_1806,0.22755980665670933
scene_0,user_3313,item_4305,0.22755980665670933
scene_0,user_3313,item_9987,0.22755980665670933
scene_0,user_3313,item_3639,0.18580180409177757
scene_0,user_3313,item_5901,0.18580180409177757
scene_0,user_1546,item_1806,0.32181816482491765
scene_0,user_1546,item_3000,0.32181816482491765
scene_0,user_1546,item_4305,0.32181816482491765
scene_0,user_1546,item_9987,0.32181816482491765
scene_0,user_1546,item_3639,0.26276343125998064
scene_0,user_1546,item_5901,0.26276343125998064
scene_0,user_3315,item_8160,0.36067376022224085
scene_0,user_3315,item_1806,0.22755980665670933
scene_0,user_3315,item_3000,0.22755980665670933
scene_0,user_3315,item_9987,0.22755980665670933
scene_0,user_3315,item_3639,0.18580180409177757
scene_0,user_3315,item_5901,0.18580180409177757
scene_0,user_5496,item_1806,0.32181816482491765
scene_0,user_5496,item_3000,0.32181816482491765
scene_0,user_5496,item_4305,0.32181816482491765
scene_0,user_5496,item_9987,0.32181816482491765
scene_0,user_5496,item_3639,0.26276343125998064
scene_0,user_5496,item_5901,0.26276343125998064
scene_0,user_9850,item_1806,0.32181816482491765
scene_0,user_9850,item_3000,0.32181816482491765
scene_0,user_9850,item_4305,0.32181816482491765
scene_0,user_9850,item_9987,0.32181816482491765
scene_0,user_9850,item_3639,0.26276343125998064
scene_0,user_9850,item_5901,0.26276343125998064
scene_0,user_8041,item_2682,0.5100697232983947
scene_0,user_8041,item_9042,0.5100697232983947
scene_0,user_5367,item_9042,0.36067376022224085
scene_0,user_678,item_2682,0.36067376022224085
scene_0,user_4693,item_126,0.43935014561520125
scene_0,user_4693,item_591,0.43935014561520125
scene_0,user_7988,item_126,0.31066746727980593
scene_0,user_7211,item_126,0.43935014561520125
scene_0,user_7211,item_591,0.43935014561520125
scene_0,user_3310,item_3426,0.5100697232983947
scene_0,user_6264,item_3426,0.5100697232983947
scene_0,user_5923,item_4074,0.45511961331341866
scene_0,user_9949,item_4548,0.39464380868665966
scene_0,user_9949,item_537,0.39464380868665966
scene_0,user_4223,item_4548,0.39464380868665966
scene_0,user_4223,item_537,0.39464380868665966
scene_0,user_2524,item_537,0.2790553132756236
scene_0,user_8317,item_4548,0.39464380868665966
scene_0,user_8317,item_537,0.39464380868665966
scene_0,user_7440,item_2754,0.36067376022224085
scene_0,user_7440,item_4548,0.2790553132756236
scene_0,user_5757,item_3879,0.43935014561520125
scene_0,user_5131,item_3879,0.43935014561520125
scene_0,user_8732,item_3879,0.43935014561520125
scene_0,user_4404,item_7083,0.6436363296498353
scene_0,user_8961,item_3786,0.37160360818355515
scene_0,user_8961,item_7719,0.37160360818355515
scene_0,user_8961,item_1320,0.24044917348149392
scene_0,user_6172,item_2055,0.37160360818355515
scene_0,user_7913,item_6084,0.37160360818355515
scene_0,user_7913,item_9894,0.25365892483943775
scene_0,user_7913,item_7041,0.19632592803453744
scene_0,user_7913,item_8859,0.19632592803453744
scene_0,user_7913,item_9351,0.19632592803453744
scene_0,user_7913,item_9369,0.19632592803453744
scene_0,user_3036,item_2409,0.25365892483943775
scene_0,user_3036,item_5718,0.25365892483943775
scene_0,user_9992,item_9894,0.43935014561520125
scene_0,user_9992,item_2409,0.35872789172491043
scene_0,user_9992,item_5718,0.35872789172491043
scene_0,user_8296,item_9894,0.43935014561520125
scene_0,user_8296,item_2409,0.35872789172491043
scene_0,user_8296,item_5718,0.35872789172491043
scene_0,user_6032,item_9609,0.45511961331341866
scene_0,user_7079,item_5952,0.45511961331341866
scene_0,user_7079,item_8340,0.36067376022224085
scene_0,user_9285,item_7953,0.45511961331341866
scene_0,user_2999,item_381,0.6436363296498353
scene_0,user_5065,item_7590,0.5100697232983947
scene_0,user_5872,item_7590,0.5100697232983947
scene_0,user_5677,item_2904,0.5100697232983947
scene_0,user_6878,item_2121,0.31066746727980593
scene_0,user_6878,item_9735,0.31066746727980593
scene_0,user_5557,item_2904,0.5100697232983947
scene_0,user_9765,item_4089,0.5100697232983947
scene_0,user_1673,item_4089,0.5100697232983947
scene_0,user_4374,item_153,0.32181816482491765
scene_0,user_4374,item_3693,0.32181816482491765
scene_0,user_4374,item_8727,0.32181816482491765
scene_0,user_871,item_2544,0.32181816482491765
scene_0,user_871,item_5466,0.32181816482491765
scene_0,user_871,item_567,0.32181816482491765
scene_0,user_871,item_3693,0.22755980665670933
scene_0,user_871,item_4089,0.22755980665670933
scene_0,user_871,item_8727,0.22755980665670933
scene_0,user_5599,item_5859,0.25694917118487537
scene_0,user_5599,item_6558,0.25694917118487537
scene_0,user_5599,item_5466,0.22755980665670933
scene_0,user_5599,item_567,0.22755980665670933
scene_0,user_5599,item_3693,0.16090908241245883
scene_0,user_5599,item_4089,0.16090908241245883
scene_0,user_5599,item_8727,0.16090908241245883
scene_0,user_6207,item_1524,0.32181816482491765
scene_0,user_6207,item_1281,0.21967507280760062
scene_0,user_6207,item_2544,0.16090908241245883
scene_0,user_6207,item_5466,0.16090908241245883
scene_0,user_6207,item_567,0.16090908241245883
scene_0,user_8775,item_2544,0.32181816482491765
scene_0,user_8775,item_5466,0.32181816482491765
scene_0,user_8775,item_567,0.32181816482491765
scene_0,user_8775,item_3693,0.22755980665670933
scene_0,user_8775,item_4089,0.22755980665670933
scene_0,user_8775,item_8727,0.22755980665670933
scene_0,user_7667,item_2544,0.32181816482491765
scene_0,user_7667,item_5466,0.32181816482491765
scene_0,user_7667,item_567,0.32181816482491765
scene_0,user_7667,item_3693,0.22755980665670933
scene_0,user_7667,item_4089,0.22755980665670933
scene_0,user_7667,item_8727,0.22755980665670933
scene_0,user_8184,item_2544,0.32181816482491765
scene_0,user_8184,item_5466,0.32181816482491765
scene_0,user_8184,item_567,0.32181816482491765
scene_0,user_8184,item_3693,0.22755980665670933
scene_0,user_8184,item_4089,0.22755980665670933
scene_0,user_8184,item_8727,0.22755980665670933
scene_0,user_342,item_7335,0.31066746727980593
scene_0,user_342,item_2544,0.22755980665670933
scene_0,user_342,item_5466,0.22755980665670933
scene_0,user_342,item_3693,0.16090908241245883
scene_0,user_342,item_4089,0.16090908241245883
scene_0,user_342,item_8727,0.16090908241245883
scene_0,user_3192,item_7839,0.36067376022224085
scene_0,user_3192,item_2544,0.22755980665670933
scene_0,user_3192,item_567,0.22755980665670933
scene_0,user_3192,item_3693,0.16090908241245883
scene_0,user_3192,item_4089,0.16090908241245883
scene_0,user_3192,item_8727,0.16090908241245883
scene_0,user_3685,item_4860,0.3400464821989298
scene_0,user_6135,item_4860,0.3400464821989298
scene_0,user_9300,item_4860,0.3400464821989298
scene_0,user_7603,item_678,0.24044917348149392
scene_0,user_4737,item_4860,0.3400464821989298
scene_0,user_582,item_4860,0.3400464821989298
scene_0,user_9399,item_4860,0.3400464821989298
scene_0,user_3141,item_861,0.5100697232983947
scene_0,user_1515,item_861,0.5100697232983947
scene_0,user_1094,item_4575,0.21714724095162588
scene_0,user_1094,item_6405,0.17729997979489165
scene_0,user_1094,item_7674,0.17729997979489165
scene_0,user_1094,item_7749,0.17729997979489165
scene_0,user_1094,item_9363,0.17729997979489165
scene_0,user_5813,item_2718,0.31066746727980593
scene_0,user_4627,item_2262,0.6436363296498353
scene_0,user_6075,item_5655,0.35872789172491043
scene_0,user_6075,item_987,0.35872789172491043
scene_0,user_9001,item_5655,0.35872789172491043
scene_0,user_9001,item_987,0.35872789172491043
scene_0,user_7010,item_5655,0.35872789172491043
scene_0,user_7010,item_987,0.35872789172491043
scene_0,user_7374,item_3621,0.2944888920518062
scene_0,user_5160,item_3213,0.5100697232983947
scene_0,user_8249,item_3213,0.5100697232983947
scene_0,user_3426,item_1815,0.22755980665670933
scene_0,user_3426,item_5247,0.22755980665670933
scene_0,user_4741,item_9684,0.6436363296498353
scene_0,user_8089,item_423,0.3633810027301768
scene_0,user_8089,item_7812,0.3633810027301768
scene_0,user_5127,item_7812,0.25694917118487537
scene_0,user_2884,item_423,0.3633810027301768
scene_0,user_2884,item_7812,0.3633810027301768
scene_0,user_6906,item_423,0.3633810027301768
scene_0,user_6906,item_7812,0.3633810027301768
scene_0,user_2499,item_423,0.3633810027301768
scene_0,user_2499,item_7812,0.3633810027301768
scene_0,user_337,item_423,0.25694917118487537
scene_0,user_6369,item_2886,0.20979811974466375
scene_0,user_6369,item_3684,0.20979811974466375
scene_0,user_565,item_5505,0.3633810027301768
scene_0,user_565,item_2886,0.29669934630327804
scene_0,user_565,item_3684,0.29669934630327804
scene_0,user_8664,item_5505,0.3633810027301768
scene_0,user_8664,item_2886,0.29669934630327804
scene_0,user_8664,item_3684,0.29669934630327804
scene_0,user_9886,item_5505,0.20979811974466375
scene_0,user_3762,item_5505,0.3633810027301768
scene_0,user_3762,item_2886,0.29669934630327804
scene_0,user_3762,item_3684,0.29669934630327804
scene_0,user_36,item_5505,0.3633810027301768
scene_0,user_36,item_2886,0.29669934630327804
scene_0,user_36,item_3684,0.29669934630327804
scene_0,user_1197,item_7644,0.25365892483943775
scene_0,user_1197,item_3084,0.17729997979489165
scene_0,user_1197,item_4410,0.17729997979489165
scene_0,user_2503,item_3084,0.30709257318568767
scene_0,user_2503,item_4410,0.30709257318568767
scene_0,user_2503,item_5160,0.2507400360344115
scene_0,user_2503,item_6027,0.2507400360344115
scene_0,user_415,item_3084,0.30709257318568767
scene_0,user_415,item_4410,0.30709257318568767
scene_0,user_415,item_5160,0.2507400360344115
scene_0,user_415,item_6027,0.2507400360344115
scene_0,user_5715,item_3084,0.30709257318568767
scene_0,user_5715,item_4410,0.30709257318568767
scene_0,user_5715,item_5160,0.2507400360344115
scene_0,user_5715,item_6027,0.2507400360344115
scene_0,user_3160,item_4410,0.21714724095162588
scene_0,user_3160,item_5160,0.17729997979489165
scene_0,user_3160,item_6027,0.17729997979489165
scene_0,user_3549,item_3084,0.30709257318568767
scene_0,user_3549,item_4410,0.30709257318568767
scene_0,user_3549,item_5160,0.2507400360344115
scene_0,user_3549,item_6027,0.2507400360344115
scene_0,user_1480,item_3084,0.30709257318568767
scene_0,user_1480,item_4410,0.30709257318568767
scene_0,user_1480,item_5160,0.2507400360344115
scene_0,user_1480,item_6027,0.2507400360344115
scene_0,user_7050,item_3084,0.30709257318568767
scene_0,user_7050,item_4410,0.30709257318568767
scene_0,user_7050,item_5160,0.2507400360344115
scene_0,user_7050,item_6027,0.2507400360344115
scene_0,user_2866,item_1293,0.21714724095162588
