scene,left_item,right_item,score
scene_0,item_3933,item_6411,0.09541899790623994
scene_0,item_3933,item_5979,0.0953737716272383
scene_0,item_3933,item_5049,0.08921399427838679
scene_0,item_3933,item_3885,0.08921399427838679
scene_0,item_5049,item_828,0.13138171562999032
scene_0,item_5049,item_5451,0.11801902116367535
scene_0,item_5049,item_8439,0.08925629958861248
scene_0,item_5049,item_3933,0.08921399427838679
scene_0,item_5049,item_4200,0.08921399427838679
scene_0,item_5049,item_7197,0.08345205017383352
scene_0,item_5049,item_7365,0.07867934744245025
scene_0,item_5049,item_1128,0.07464178282016595
scene_0,item_5049,item_5094,0.06813831363834412
scene_0,item_5049,item_5331,0.059009510581837676
scene_0,item_5049,item_660,0.05724763412821642
scene_0,item_5049,item_6942,0.04818106363228894
scene_0,item_5049,item_5979,0.044606997139193395
scene_0,item_5049,item_3885,0.04172602508691676
scene_0,item_3885,item_5478,0.19648335830400424
scene_0,item_3885,item_8988,0.14392145858854952
scene_0,item_3885,item_4302,0.14392145858854952
scene_0,item_3885,item_7332,0.12682946241971887
scene_0,item_3885,item_5451,0.11801902116367535
scene_0,item_3885,item_3933,0.08921399427838679
scene_0,item_3885,item_4200,0.08921399427838679
scene_0,item_3885,item_7197,0.08345205017383352
scene_0,item_3885,item_7365,0.07867934744245025
scene_0,item_3885,item_1128,0.07464178282016595
scene_0,item_3885,item_5094,0.06813831363834412
scene_0,item_3885,item_5331,0.059009510581837676
scene_0,item_3885,item_660,0.05724763412821642
scene_0,item_3885,item_6942,0.04818106363228894
scene_0,item_3885,item_5979,0.044606997139193395
scene_0,item_3885,item_5049,0.04172602508691676
scene_0,item_4200,item_5451,0.25233528132394056
scene_0,item_4200,item_3933,0.1907475432544766
scene_0,item_4200,item_7197,0.17842798855677358
scene_0,item_4200,item_3042,0.17201904480216956
scene_0,item_4200,item_7365,0.16822352088262707
scene_0,item_4200,item_1128,0.15959084460060013
scene_0,item_4200,item_5094,0.14568584259841705
scene_0,item_4200,item_5331,0.12616764066197028
scene_0,item_4200,item_660,0.12240059034924171
scene_0,item_4200,item_6156,0.1037313869825694
scene_0,item_4200,item_6942,0.10301544722421668
scene_0,item_4200,item_5979,0.0953737716272383
scene_0,item_4200,item_5049,0.08921399427838679
scene_0,item_4200,item_3885,0.08921399427838679
scene_0,item_5094,item_5451,0.19272425452915576
scene_0,item_5094,item_3933,0.14568584259841705
scene_0,item_5094,item_4200,0.14568584259841705
scene_0,item_5094,item_7197,0.13627662727668824
scene_0,item_5094,item_7365,0.1284828363527705
scene_0,item_5094,item_1128,0.12188952093403076
scene_0,item_5094,item_5331,0.09636212726457788
scene_0,item_5094,item_660,0.09348499506378022
scene_0,item_5094,item_6942,0.07867934744245025
scene_0,item_5094,item_5979,0.07284292129920852
scene_0,item_5094,item_5049,0.06813831363834412
scene_0,item_5094,item_3885,0.06813831363834412
scene_0,item_5331,item_6267,0.2174944607970515
scene_0,item_5331,item_5451,0.16690410034766703
scene_0,item_5331,item_3933,0.12616764066197028
scene_0,item_5331,item_4200,0.12616764066197028
scene_0,item_5331,item_7197,0.11801902116367535
scene_0,item_5331,item_7365,0.11126940023177802
scene_0,item_5331,item_1128,0.10555942158398578
scene_0,item_5331,item_5094,0.09636212726457788
scene_0,item_5331,item_660,0.08096038059789652
scene_0,item_5331,item_6942,0.06813831363834412
scene_0,item_5331,item_5979,0.06308382033098514
scene_0,item_5331,item_5049,0.059009510581837676
scene_0,item_5331,item_3885,0.059009510581837676
scene_0,item_5451,item_3933,0.25233528132394056
scene_0,item_5451,item_4200,0.25233528132394056
scene_0,item_5451,item_7197,0.2360380423273507
scene_0,item_5451,item_7365,0.22253880046355604
scene_0,item_5451,item_1128,0.21111884316797155
scene_0,item_5451,item_5094,0.19272425452915576
scene_0,item_5451,item_5331,0.16690410034766703
scene_0,item_5451,item_660,0.16192076119579304
scene_0,item_5451,item_6942,0.13627662727668824
scene_0,item_5451,item_5979,0.12616764066197028
scene_0,item_5451,item_5049,0.11801902116367535
scene_0,item_5451,item_3885,0.11801902116367535
scene_0,item_5979,item_1227,0.19278823416444013
scene_0,item_5979,item_9672,0.13632186771065563
scene_0,item_5979,item_5451,0.12616764066197028
scene_0,item_5979,item_3933,0.0953737716272383
scene_0,item_5979,item_4200,0.0953737716272383
scene_0,item_5979,item_7197,0.08921399427838679
scene_0,item_5979,item_7365,0.08411176044131354
scene_0,item_5979,item_1128,0.07979542230030007
scene_0,item_5979,item_5094,0.07284292129920852
scene_0,item_5979,item_5331,0.06308382033098514
scene_0,item_5979,item_660,0.061200295174620854
scene_0,item_5979,item_6942,0.05150772361210834
scene_0,item_5979,item_5049,0.044606997139193395
scene_0,item_5979,item_3885,0.044606997139193395
scene_0,item_6942,item_4173,0.5889777841036123
scene_0,item_6942,item_7656,0.17002324109946493
scene_0,item_6942,item_612,0.17002324109946493
scene_0,item_6942,item_5451,0.13627662727668824
scene_0,item_6942,item_3933,0.10301544722421668
scene_0,item_6942,item_4200,0.10301544722421668
scene_0,item_6942,item_7197,0.09636212726457788
scene_0,item_6942,item_7365,0.09085108485112547
scene_0,item_6942,item_1128,0.08618890680803279
scene_0,item_6942,item_5094,0.07867934744245025
scene_0,item_6942,item_5331,0.06813831363834412
scene_0,item_6942,item_660,0.06610387394878993
scene_0,item_6942,item_5979,0.05150772361210834
scene_0,item_6942,item_5049,0.04818106363228894
scene_0,item_6942,item_3885,0.04818106363228894
scene_0,item_7365,item_5451,0.22253880046355604
scene_0,item_7365,item_4455,0.2145454432166118
scene_0,item_7365,item_6117,0.17517562083998708
scene_0,item_7365,item_3933,0.16822352088262707
scene_0,item_7365,item_4200,0.16822352088262707
scene_0,item_7365,item_7197,0.1573586948849005
scene_0,item_7365,item_1128,0.14074589544531438
scene_0,item_7365,item_5094,0.1284828363527705
scene_0,item_7365,item_5331,0.11126940023177802
scene_0,item_7365,item_660,0.1079471741305287
scene_0,item_7365,item_6942,0.09085108485112547
scene_0,item_7365,item_5979,0.08411176044131354
scene_0,item_7365,item_5049,0.07867934744245025
scene_0,item_7365,item_3885,0.07867934744245025
scene_0,item_3858,item_8913,0.12872726592996706
scene_0,item_4167,item_5241,0.4164701851078906
scene_0,item_4167,item_9801,0.2944888920518062
scene_0,item_9603,item_774,0.40707135730488897
scene_0,item_2904,item_9735,0.45511961331341866
scene_0,item_2904,item_1470,0.26276343125998064
scene_0,item_2904,item_2121,0.18580180409177757
scene_0,item_9735,item_2904,0.45511961331341866
scene_0,item_828,item_6606,0.4164701851078906
scene_0,item_828,item_5049,0.13138171562999032
scene_0,item_4617,item_5364,0.6436363296498353
scene_0,item_5364,item_4617,0.6436363296498353
scene_0,item_7032,item_579,0.23502275771936396
scene_0,item_3693,item_4089,0.5307519257711045
scene_0,item_3693,item_8727,0.45964465082528916
scene_0,item_3693,item_1281,0.20353567865244448
scene_0,item_3693,item_153,0.14535240109207073
scene_0,item_6093,item_840,0.15170653777113954
scene_0,item_1074,item_1848,0.24327166614569326
scene_0,item_1074,item_4656,0.10879439650028087
scene_0,item_1074,item_4245,0.10879439650028087
scene_0,item_1074,item_4608,0.09194804709283362
scene_0,item_1074,item_5337,0.08109055538189774
scene_0,item_4608,item_753,0.5452874708426225
scene_0,item_4608,item_7359,0.3440380896043391
scene_0,item_4608,item_5619,0.14045296193542475
scene_0,item_4608,item_1074,0.09194804709283362
scene_0,item_8655,item_8166,0.34004648219892986
scene_0,item_8655,item_1065,0.2633988724985744
scene_0,item_6264,item_8247,0.18580180409177757
scene_0,item_6264,item_8133,0.07922615546506354
scene_0,item_840,item_6093,0.15170653777113954
scene_0,item_840,item_9777,0.11751137885968198
scene_0,item_840,item_2004,0.0993152418222749
scene_0,item_5745,item_6723,0.18580180409177757
scene_0,item_5745,item_8613,0.18580180409177757
scene_0,item_6765,item_9117,0.4164701851078906
scene_0,item_6765,item_4923,0.2404491734814939
scene_0,item_6765,item_8688,0.23502275771936396
scene_0,item_3165,item_3,0.1963259280345374
scene_0,item_972,item_4080,0.3034130755422791
scene_0,item_9738,item_132,0.45622022982388755
scene_0,item_3525,item_1851,0.45622022982388755
scene_0,item_3525,item_7569,0.16618618571652527
scene_0,item_3525,item_2046,0.14392145858854952
scene_0,item_3525,item_6156,0.13755557491777667
scene_0,item_3525,item_8697,0.1265327255026148
scene_0,item_8829,item_8724,0.32181816482491765
scene_0,item_8829,item_3324,0.25365892483943775
scene_0,item_8829,item_3354,0.21967507280760062
scene_0,item_5838,item_8919,0.1538585110408932
scene_0,item_8133,item_6264,0.07922615546506354
scene_0,item_1992,item_8280,0.36067376022224085
scene_0,item_1992,item_4389,0.2082350925539453
scene_0,item_4389,item_4125,0.37160360818355515
scene_0,item_4389,item_1992,0.2082350925539453
scene_0,item_4389,item_8280,0.2082350925539453
scene_0,item_8280,item_5088,0.6436363296498353
scene_0,item_8280,item_1992,0.36067376022224085
scene_0,item_8280,item_4389,0.2082350925539453
scene_0,item_7920,item_4437,0.23101609340130438
scene_0,item_7920,item_87,0.17851259917722495
scene_0,item_7920,item_8574,0.15123553353778083
scene_0,item_8574,item_4044,0.19278823416444013
scene_0,item_8574,item_7920,0.15123553353778083
scene_0,item_4320,item_306,0.38557646832888026
scene_0,item_861,item_6405,0.3157150469493277
scene_0,item_861,item_4575,0.28784291717709903
scene_0,item_861,item_9363,0.24959465998671754
scene_0,item_861,item_7749,0.19648335830400424
scene_0,item_861,item_1551,0.14392145858854952
scene_0,item_861,item_7674,0.13893471504706753
scene_0,item_1551,item_861,0.14392145858854952
scene_0,item_3474,item_8646,0.37160360818355515
scene_0,item_5298,item_1023,0.37160360818355515
scene_0,item_2403,item_5163,0.45511961331341866
scene_0,item_5163,item_2403,0.45511961331341866
scene_0,item_5163,item_8616,0.32181816482491765
scene_0,item_6906,item_9051,0.5255268625199613
scene_0,item_9051,item_6906,0.5255268625199613
scene_0,item_3249,item_3666,0.17201904480216956
scene_0,item_3021,item_660,0.15610473950771406
scene_0,item_4239,item_5646,0.19278823416444013
scene_0,item_9483,item_4257,0.1372237265538407
scene_0,item_1815,item_5604,0.35872789172491043
scene_0,item_1815,item_3291,0.32181816482491765
scene_0,item_1815,item_8295,0.18580180409177757
scene_0,item_1815,item_9906,0.16090908241245883
scene_0,item_1815,item_3213,0.10176783932622224
scene_0,item_9906,item_1815,0.16090908241245883
scene_0,item_4689,item_4686,0.4164701851078906
scene_0,item_4689,item_8172,0.2944888920518062
scene_0,item_8172,item_4686,0.5100697232983947
scene_0,item_8172,item_4689,0.2944888920518062
scene_0,item_8172,item_2298,0.28784291717709903
scene_0,item_4686,item_8172,0.5100697232983947
scene_0,item_4686,item_4689,0.4164701851078906
scene_0,item_7467,item_8277,0.45375887923239416
scene_0,item_7467,item_6381,0.2082350925539453
scene_0,item_7467,item_6792,0.1316994362492872
scene_0,item_6792,item_6381,0.22811011491194377
scene_0,item_6792,item_5907,0.14392145858854952
scene_0,item_6792,item_7467,0.1316994362492872
scene_0,item_6381,item_6792,0.22811011491194377
scene_0,item_6381,item_5667,0.22755980665670933
scene_0,item_6381,item_7467,0.2082350925539453
scene_0,item_2940,item_3747,0.3034130755422791
scene_0,item_2940,item_7176,0.2404491734814939
scene_0,item_2940,item_9246,0.2404491734814939
scene_0,item_2940,item_4146,0.1963259280345374
scene_0,item_2940,item_6288,0.0801497244938313
scene_0,item_4311,item_5904,0.25503486164919736
scene_0,item_4311,item_7818,0.13138171562999032
scene_0,item_4311,item_7569,0.13138171562999032
scene_0,item_2331,item_6039,0.5452874708426225
scene_0,item_2331,item_8988,0.12192998520830386
scene_0,item_2331,item_7917,0.09639411708222007
scene_0,item_8988,item_6717,0.20353567865244448
scene_0,item_8988,item_3885,0.14392145858854952
scene_0,item_8988,item_2331,0.12192998520830386
scene_0,item_8988,item_7917,0.11405505745597189
scene_0,item_1146,item_5946,0.9102392266268373
scene_0,item_5946,item_1146,0.9102392266268373
scene_0,item_8913,item_9012,0.1604279902644168
scene_0,item_8913,item_2805,0.13893471504706753
scene_0,item_8913,item_3858,0.12872726592996706
scene_0,item_8913,item_7710,0.0926231433647117
scene_0,item_516,item_1881,0.6436363296498353
scene_0,item_1698,item_4410,0.23696784619757927
scene_0,item_1698,item_6027,0.2174944607970515
scene_0,item_1698,item_3084,0.19406365517181853
scene_0,item_1698,item_5160,0.08879174180575594
scene_0,item_6027,item_5160,0.2944888920518062
scene_0,item_6027,item_1698,0.2174944607970515
scene_0,item_5160,item_6027,0.2944888920518062
scene_0,item_5160,item_7644,0.1472444460259031
scene_0,item_5160,item_1698,0.08879174180575594
scene_0,item_6477,item_8952,0.23502275771936396
scene_0,item_6477,item_7917,0.18580180409177757
scene_0,item_7917,item_2322,0.5100697232983947
scene_0,item_7917,item_2367,0.32181816482491765
scene_0,item_7917,item_6477,0.18580180409177757
scene_0,item_7917,item_8988,0.11405505745597189
scene_0,item_7917,item_2331,0.09639411708222007
scene_0,item_1974,item_4107,0.28784291717709903
scene_0,item_4107,item_1974,0.28784291717709903
scene_0,item_4107,item_8631,0.1538585110408932
scene_0,item_4107,item_4335,0.13569045243496297
scene_0,item_6684,item_4878,0.2404491734814939
scene_0,item_6684,item_4815,0.18625112890063278
scene_0,item_7230,item_4380,0.5100697232983947
scene_0,item_7230,item_3813,0.19278823416444013
scene_0,item_2556,item_7470,0.31482186807671836
scene_0,item_2556,item_7389,0.23484253110304637
scene_0,item_2556,item_5199,0.19174812370205052
scene_0,item_2556,item_8295,0.15741093403835918
scene_0,item_2556,item_9246,0.13632186771065563
scene_0,item_111,item_5085,0.26276343125998064
scene_0,item_111,item_2100,0.2404491734814939
scene_0,item_7992,item_8100,0.3034130755422791
scene_0,item_8100,item_6636,0.34004648219892986
scene_0,item_8100,item_7992,0.3034130755422791
scene_0,item_8100,item_7386,0.13569045243496297
scene_0,item_8100,item_5733,0.11467936320144637
scene_0,item_9963,item_3177,0.22755980665670933
scene_0,item_9963,item_7182,0.21967507280760062
scene_0,item_9963,item_2997,0.12682946241971887
scene_0,item_6117,item_7365,0.17517562083998708
scene_0,item_5712,item_6996,0.28853900817779266
scene_0,item_5712,item_6312,0.18204784532536747
scene_0,item_708,item_72,0.16827668543460464
scene_0,item_708,item_81,0.13739733830720516
scene_0,item_708,item_2445,0.09715458963400697
scene_0,item_6723,item_6288,0.2790553132756236
scene_0,item_6723,item_804,0.26276343125998064
scene_0,item_6723,item_5745,0.18580180409177757
scene_0,item_6723,item_8439,0.0773960185158406
scene_0,item_9330,item_4905,0.45511961331341866
scene_0,item_4578,item_9252,0.24742015830457115
scene_0,item_4578,item_8190,0.21311612435317348
scene_0,item_4578,item_4851,0.21311612435317348
scene_0,item_4578,item_2154,0.12745898607466183
scene_0,item_582,item_2733,0.3440380896043391
scene_0,item_582,item_5532,0.1986304836445498
scene_0,item_7134,item_9882,0.2944888920518062
scene_0,item_7134,item_4041,0.26276343125998064
scene_0,item_7134,item_2838,0.2145454432166118
scene_0,item_7134,item_1935,0.10411754627697264
scene_0,item_9882,item_7134,0.2944888920518062
scene_0,item_9882,item_1935,0.25503486164919736
scene_0,item_1935,item_9882,0.25503486164919736
scene_0,item_1935,item_7134,0.10411754627697264
scene_0,item_2814,item_9924,0.25503486164919736
scene_0,item_2814,item_9393,0.1072727216083059
scene_0,item_6501,item_465,0.19406365517181853
scene_0,item_6501,item_7569,0.15845231093012707
scene_0,item_6501,item_1887,0.1372237265538407
scene_0,item_6501,item_6213,0.12273663228009231
scene_0,item_9162,item_7143,0.35298015324911725
scene_0,item_9162,item_564,0.32259641822295604
scene_0,item_9162,item_9336,0.2633988724985744
scene_0,item_9162,item_7833,0.2037931864969732
scene_0,item_9162,item_4746,0.17649007662455862
scene_0,item_8274,item_7950,0.4164701851078906
scene_0,item_7887,item_2610,0.24385997041660773
scene_0,item_7413,item_4704,0.22755980665670933
scene_0,item_2409,item_9369,0.5100697232983947
scene_0,item_2409,item_8859,0.32181816482491765
scene_0,item_2409,item_7041,0.25503486164919736
scene_0,item_2409,item_5718,0.18033688011112042
scene_0,item_2409,item_9351,0.13138171562999032
scene_0,item_2409,item_1434,0.12751743082459868
scene_0,item_7053,item_4557,0.1565616874020309
scene_0,item_7053,item_7791,0.15207340994129584
scene_0,item_7053,item_8037,0.07828084370101546
scene_0,item_5337,item_3813,0.11467936320144637
scene_0,item_5337,item_3333,0.1072727216083059
scene_0,item_5337,item_1074,0.08109055538189774
scene_0,item_5337,item_7644,0.07585326888556977
scene_0,item_7644,item_3918,0.31066746727980593
scene_0,item_7644,item_5160,0.1472444460259031
scene_0,item_7644,item_9573,0.11377990332835466
scene_0,item_7644,item_7098,0.11377990332835466
scene_0,item_7644,item_2955,0.10355582242660198
scene_0,item_7644,item_1860,0.10176783932622224
scene_0,item_7644,item_6972,0.09290090204588879
scene_0,item_7644,item_5337,0.07585326888556977
scene_0,item_4041,item_7134,0.26276343125998064
scene_0,item_8259,item_3978,0.32181816482491765
scene_0,item_9870,item_3825,0.17243503874153418
scene_0,item_9870,item_3843,0.1030496457777831
scene_0,item_9870,item_7635,0.09955541603514831
scene_0,item_543,item_3243,0.4164701851078906
scene_0,item_2454,item_462,0.2145454432166118
scene_0,item_390,item_1302,0.28784291717709903
scene_0,item_390,item_8796,0.18625112890063278
scene_0,item_390,item_3957,0.16618618571652527
scene_0,item_1272,item_1905,0.25245493881090375
scene_0,item_1272,item_3702,0.14146788780108396
scene_0,item_1272,item_8640,0.09541899790623994
scene_0,item_1272,item_9555,0.08947214824491491
scene_0,item_1272,item_4257,0.07611802804617263
scene_0,item_4257,item_9561,0.562018594656616
scene_0,item_4257,item_9483,0.1372237265538407
scene_0,item_4257,item_1272,0.07611802804617263
scene_0,item_2121,item_2904,0.18580180409177757
scene_0,item_8532,item_4401,0.43935014561520125
scene_0,item_8532,item_6510,0.31066746727980593
scene_0,item_8532,item_69,0.31066746727980593
scene_0,item_8061,item_8589,0.7213475204444817
scene_0,item_8589,item_8061,0.7213475204444817
scene_0,item_9573,item_7644,0.11377990332835466
scene_0,item_3675,item_579,0.40707135730488897
scene_0,item_579,item_3675,0.40707135730488897
scene_0,item_579,item_3870,0.2633988724985744
scene_0,item_579,item_7032,0.23502275771936396
scene_0,item_7791,item_6006,0.16618618571652527
scene_0,item_7791,item_7053,0.15207340994129584
scene_0,item_8034,item_6492,0.23484253110304637
scene_0,item_8034,item_2004,0.13003417523240532
scene_0,item_8034,item_8856,0.12127216159243946
scene_0,item_2004,item_969,0.38557646832888026
scene_0,item_2004,item_6270,0.31482186807671836
scene_0,item_2004,item_8127,0.1986304836445498
scene_0,item_2004,item_1035,0.1538585110408932
scene_0,item_2004,item_8034,0.13003417523240532
scene_0,item_2004,item_840,0.0993152418222749
scene_0,item_4356,item_5721,0.5100697232983947
scene_0,item_264,item_9984,0.37160360818355515
scene_0,item_264,item_5880,0.2944888920518062
scene_0,item_5880,item_264,0.2944888920518062
scene_0,item_2910,item_750,0.32181816482491765
scene_0,item_2910,item_3333,0.16090908241245883
scene_0,item_1293,item_4410,0.16618618571652527
scene_0,item_7635,item_84,0.37250225780126556
scene_0,item_7635,item_9867,0.23502275771936396
scene_0,item_7635,item_8448,0.21506427881530404
scene_0,item_7635,item_6162,0.13569045243496297
scene_0,item_7635,item_9870,0.09955541603514831
scene_0,item_6717,item_8988,0.20353567865244448
scene_0,item_4329,item_3666,0.21004954542180815
scene_0,item_4329,item_63,0.19648335830400424
scene_0,item_6972,item_8139,0.26276343125998064
scene_0,item_6972,item_8919,0.14045296193542475
scene_0,item_6972,item_7644,0.09290090204588879
scene_0,item_6912,item_2853,0.40707135730488897
scene_0,item_6912,item_4020,0.37250225780126556
scene_0,item_6912,item_3906,0.20353567865244448
scene_0,item_6912,item_9243,0.18204784532536747
scene_0,item_7434,item_8775,0.26276343125998064
scene_0,item_4878,item_4902,0.26276343125998064
scene_0,item_4878,item_6684,0.2404491734814939
scene_0,item_3459,item_1080,0.33512314193895826
scene_0,item_3459,item_5124,0.2800293312921191
scene_0,item_3459,item_7206,0.2174944607970515
scene_0,item_3459,item_615,0.07249815359901716
scene_0,item_5334,item_9081,0.6213349345596119
scene_0,item_5334,item_4206,0.43935014561520125
scene_0,item_5334,item_5124,0.12622746940545188
scene_0,item_6012,item_5802,0.32181816482491765
scene_0,item_5082,item_6675,0.28784291717709903
scene_0,item_5082,item_219,0.28784291717709903
scene_0,item_1911,item_504,0.45511961331341866
scene_0,item_4335,item_4107,0.13569045243496297
scene_0,item_4335,item_6882,0.10753213940765202
scene_0,item_4335,item_5907,0.08501162054973246
scene_0,item_9351,item_7125,0.37160360818355515
scene_0,item_9351,item_2409,0.13138171562999032
scene_0,item_2952,item_7002,0.1538585110408932
scene_0,item_1281,item_8505,0.26276343125998064
scene_0,item_1281,item_3693,0.20353567865244448
scene_0,item_8505,item_3102,0.5889777841036123
scene_0,item_8505,item_1281,0.26276343125998064
scene_0,item_9672,item_1227,0.25503486164919736
scene_0,item_9672,item_2028,0.22755980665670933
scene_0,item_9672,item_5979,0.13632186771065563
scene_0,item_1227,item_9672,0.25503486164919736
scene_0,item_1227,item_5979,0.19278823416444013
scene_0,item_6213,item_9372,0.28784291717709903
scene_0,item_6213,item_6501,0.12273663228009231
scene_0,item_1725,item_9498,0.23502275771936396
scene_0,item_8919,item_5271,0.5452874708426225
scene_0,item_8919,item_5838,0.1538585110408932
scene_0,item_8919,item_6972,0.14045296193542475
scene_0,item_8919,item_2841,0.12163583307284663
scene_0,item_3576,item_7716,0.26276343125998064
scene_0,item_7716,item_1953,0.4164701851078906
scene_0,item_7716,item_3576,0.26276343125998064
scene_0,item_7386,item_4923,0.23502275771936396
scene_0,item_7386,item_3666,0.1538585110408932
scene_0,item_7386,item_8100,0.13569045243496297
scene_0,item_3666,item_63,0.3321174925079536
scene_0,item_3666,item_9576,0.2711727970990338
scene_0,item_3666,item_4329,0.21004954542180815
scene_0,item_3666,item_3249,0.17201904480216956
scene_0,item_3666,item_7386,0.1538585110408932
scene_0,item_3666,item_8160,0.1538585110408932
scene_0,item_3666,item_6558,0.0830293731269884
scene_0,item_5361,item_4227,0.37160360818355515
scene_0,item_8115,item_3804,0.28784291717709903
scene_0,item_8115,item_6177,0.15207340994129584
scene_0,item_8115,item_4815,0.09102392266268373
scene_0,item_8481,item_9165,0.36067376022224085
scene_0,item_9393,item_6558,0.17002324109946493
scene_0,item_9393,item_3354,0.15170653777113954
scene_0,item_9393,item_2814,0.1072727216083059
scene_0,item_4815,item_6684,0.18625112890063278
scene_0,item_4815,item_8166,0.16618618571652527
scene_0,item_4815,item_8115,0.09102392266268373
scene_0,item_5124,item_3459,0.2800293312921191
scene_0,item_5124,item_4224,0.25245493881090375
scene_0,item_5124,item_99,0.17894429648982982
scene_0,item_5124,item_5334,0.12622746940545188
scene_0,item_2442,item_8841,0.6451928364459121
scene_0,item_3150,item_5841,0.5255268625199613
scene_0,item_5841,item_3150,0.5255268625199613
scene_0,item_3828,item_87,0.32259641822295604
scene_0,item_3828,item_9087,0.2040278893193579
scene_0,item_3828,item_7002,0.17243503874153418
scene_0,item_3828,item_2754,0.16618618571652527
scene_0,item_4410,item_3891,0.28784291717709903
scene_0,item_4410,item_1698,0.23696784619757927
scene_0,item_4410,item_5211,0.20353567865244448
scene_0,item_4410,item_3330,0.16618618571652527
scene_0,item_4410,item_1293,0.16618618571652527
scene_0,item_4410,item_8856,0.11779555682072246
scene_0,item_3330,item_4410,0.16618618571652527
scene_0,item_69,item_4401,0.43935014561520125
scene_0,item_69,item_6510,0.31066746727980593
scene_0,item_69,item_8532,0.31066746727980593
scene_0,item_9894,item_1434,0.26276343125998064
scene_0,item_5142,item_186,0.32181816482491765
scene_0,item_5142,item_8856,0.22687943961619708
scene_0,item_2829,item_5646,0.2226126777828642
scene_0,item_8418,item_7578,0.27264373542131126
scene_0,item_8418,item_9456,0.25503486164919736
scene_0,item_9456,item_8418,0.25503486164919736
scene_0,item_9456,item_7578,0.09639411708222007
scene_0,item_7578,item_8418,0.27264373542131126
scene_0,item_7578,item_9456,0.09639411708222007
scene_0,item_6036,item_9234,0.9102392266268373
scene_0,item_9234,item_6036,0.9102392266268373
scene_0,item_1347,item_3639,0.39296671660800847
scene_0,item_1347,item_5901,0.27786943009413506
scene_0,item_1347,item_4305,0.22811011491194377
scene_0,item_1347,item_3000,0.14392145858854952
scene_0,item_1347,item_1806,0.14392145858854952
scene_0,item_1347,item_9987,0.11751137885968198
scene_0,item_9165,item_7923,0.7213475204444817
scene_0,item_9165,item_8481,0.36067376022224085
scene_0,item_9165,item_51,0.18580180409177757
scene_0,item_7923,item_9165,0.7213475204444817
scene_0,item_5595,item_8793,0.45511961331341866
scene_0,item_8793,item_5595,0.45511961331341866
scene_0,item_4827,item_4833,0.37160360818355515
scene_0,item_4827,item_678,0.23502275771936396
scene_0,item_678,item_4827,0.23502275771936396
scene_0,item_678,item_4860,0.13569045243496297
scene_0,item_1872,item_4377,0.27264373542131126
scene_0,item_1872,item_132,0.12192998520830386
scene_0,item_6312,item_8703,0.32259641822295604
scene_0,item_6312,item_5712,0.18204784532536747
scene_0,item_8832,item_6198,0.32181816482491765
scene_0,item_4260,item_894,0.45511961331341866
scene_0,item_4260,item_7863,0.32181816482491765
scene_0,item_894,item_4260,0.45511961331341866
scene_0,item_5820,item_3,0.3034130755422791
scene_0,item_3,item_6756,0.34004648219892986
scene_0,item_3,item_5820,0.3034130755422791
scene_0,item_3,item_3165,0.1963259280345374
